This paper proposes a new method for solving the optimization problem of neural networks. The proposed method is based on an approach based on adversarial learning. The reviewers agree that the paper is well-written and well-motivated. The authors have raised some concerns about the novelty of the proposed method. There were some concerns raised about the effectiveness of the paper. The main concern is that the proposed approach is not evaluated better in general.,"This paper tackles the problem of exploration in Deep RL in settings with a large action space. To this end, the authors introduce an intrinsic reward inspired by the exploration bonus of LinUCB. This novel exploration method called anti-concentrated confidence bounds (ACB) provably approximates the elliptical exploration bonus of LinUCB by using an ensemble of least-squares regressors. This allows ACB to bypass costly covariance matrix inversion, which can be problematic for high-dimensional problems (hence allowing it to be used in large state spaces). Empirical experiments show that ACB enjoys near-optimal performance in linear stochastic bandits. However, experiments",0.8335988521575928,0.31874582171440125
"This paper proposes a new method for learning the convergence of the optimizer and output of the algorithm. The paper is well-written and well-motivated, but the authors are not clear on the novelty of the proposed method. The authors have addressed the problem of how to learn the output of this algorithm. This is an important contribution to the literature. The reviewers agree that the paper is interesting, and the authors provide an interesting contribution.",This paper provides a near-optimal analysis of the unadjusted Langevin Monte Carlo (LMC) algorithm with respect to the W2 distance. The main statement is that the mixing time is ~ d^{1/2}/eps under standard assumptions. The authors also give a nearly matching lower bound under these assumptions. The reviewers agreed that this is an interesting contribution obtained via non-trivial techniques. The consensus recommendation is to accept the paper.,0.8609297275543213,0.4911094009876251
This paper proposes a new method for learning the loss function of a neural network. The proposed method is based on an algorithm that learns the loss from the input data. The paper proposes to learn the goal of the proposed method using a new algorithm that uses a new loss function. The authors propose to learn this method using an approach that uses an efficient loss-based method. The method is proposed to improve the performance of neural networks on a number of tasks. The reviewers agree that the paper is well-motivated and the proposed approach is interesting. The main concerns raised by the reviewers are about the novelty of the method and the effectiveness of the approach. There are some concerns about the effectiveness,"The paper presents an approach to learn the surrogate loss for complex prediction tasks where the task loss is non-differentiable and non-decomposable. The novelty of the approach is to rely on differentiable sorting, optimizing the spearman correlation between the true loss and the surrogate. This leads to a pipeline that is simpler to integrate to existing works than approaches that try to learn a differentiable approximation to the task loss, and to better experimental results. The paper is well written and the approach clearly presented. The reviewers liked the simplicity of the approach and the promising experimental results on a variety of challenging tasks (human pose estimation and machine reading).",0.8675059676170349,0.5258177623152733
This paper proposes a new method for learning a neural network based on a graph-based neural network. The paper proposes an approach that performs better than existing methods. The reviewers found the paper well-written and well-motivated. The main concern raised by the reviewers was the novelty of the method. The authors also raised some concerns about the experimental evaluation of the approach. There were some concerns that the proposed method is not simple to use.,"This paper studies the role of positional and relational embedding s for multi-task reinforcement learning with transformer-based policies, The paper is well-motivated, the experiment shows its effectiveness against other competitive methods. In the rebuttal period, the authors solved most of the reviews’ questions such as novelty and ablation studies. There are still some concerns about the generalizability of this approach for other tasks and more experiments are needed.",0.8809211254119873,0.45593717197577155
"This paper proposes a new method for learning a neural network based on a large number of input data. The paper proposes an approach that is based on learning the input data in a large-scale neural network. The authors propose a method that uses a new neural network to learn the training data in an efficient way. The proposed method is an extension of the proposed approach for learning the training information. The reviewers agree that the paper is well-written and well-motivated. There were some concerns about the paper, and the authors have addressed them in the rebuttal.","This paper introduces a method to determine which precision to use for the weights, as well as a quantisation method using hysteresis to improve performance with low-precision weights, including 4-bits. Reviewers tend to agree that the two points presented are useful and can have a large impact on the field. Generally, reviewers pointed out that motivations, notations and experimental studies could be improved. This has been partly addressed by the authors. I recommend to accept this paper for ICLR 2022.",0.8579214811325073,0.40048266996939974
"This paper proposes a method to learn the loss of the training network. The proposed method is end-to-end trainable, and can be used in a large-scale model. The paper is well-written and well-motivated. The main concern of the paper is that there are not a lot of other work on the problem. The authors also have some concerns about the novelty of the proposed method, such as the lack of experimental results.","Overall, this paper receives positive reviews. The reviewers find the technical novelty and contributions are significant enough for acceptance at this conference. The authors' rebuttal helps address some issues. The area chair agrees with the reviewers and recommend it be accepted at this conference.",0.8515669107437134,0.3594565760344267
"This paper proposes a method to improve the performance of neural networks with large data data. The proposed method is based on a method based on the multimodal reduction in time method. The authors propose a method for using the proposed method for learning neural networks. The paper proposes an approach for learning a neural network with a large number of training data data, which performs better than the existing method. This paper is well written and well-motivated, and the method is well-written and clear. The reviewers agree that the paper is a nice contribution to the community. The main concerns raised by the reviewers are about the technical novelty of the paper and the clarity of the experimental results. The","This paper presents a way of using multigrid techniques to parallelize GRU networks across the time dimension. Reviewers are uniformly in favor of accepting the paper. The main strength is that the paper provides a new perspective on dealing with long input sequences by parallelizing RNNs across time. The main weaknesses are around the experiments: only CPU experiments are run, and sequences are not very long (max 128 length). All-in-all, though, it provides an interesting perspective that should be valuable to the community.",0.8658896088600159,0.4549153014086187
"This paper proposes a new method for learning the representation of a graph from a dataset. The proposed methods are well-motivated and novel, and the experimental results are clear and thorough. The main concern is that the paper is not well-written and the paper's empirical results are not clear. The paper is well written and well written, and it is well motivated and well motivated. There is a concern about the novelty of the approach and the novelty is limited. The authors have addressed the concerns raised by the reviewers in the rebuttal.","This paper introduces a technique to generate L0 adversarial examples in a black-box manner. The reviews are largely positive, with the reviewers especially commenting on the paper being well written and clearly explaining the method. The main drawbacks raised by the reviewers is that the method is not clearly compared to some prior work, but in the rebuttal the authors provide many of these numbers. On the whole this is a useful and interesting attack that would be worth accepting.",0.8817664980888367,0.45760292684038484
"This paper proposes a new method to improve the robustness of neural networks. The reviewers agree that this is an interesting contribution to the literature. The main concerns raised by the reviewers are the novelty of the method, and the lack of practical applications. The authors have addressed some of these concerns in the rebuttal phase of the paper. There were some concerns raised in the final version of this paper.","Thank you for your submission to ICLR. The reviewers ultimately have mixed opinions on this paper, but reading in a bit more depth I don't feel that the critical comments raised by the sole negative reviewer really raise valid points. Specifically, the fact that this reviewer directly asks e. g. for comparisons to Levine and Feiz 2019, when the paper (before its revisions) contains an entire section devoted to exactly this comparison, strikes me as not sufficient for a thorough review. However, while I'm thus going to recommend the paper for acceptance (it does present a notable, if somewhat minor, advance upon the state of the art in randomized smoothing), I also feel the paper is",0.8498368859291077,0.4012682548413674
"This paper proposes a new method for learning a neural network. The paper is well written and well-motivated. The reviewers agree that the paper is an interesting contribution to the community. The main concerns raised by the reviewers are about the novelty of the paper, and the effectiveness of the method. The authors have addressed these concerns in the rebuttal.","The paper presents interesting new results for pruning random convolutional networks to approximate a target function. It follows a recent line of work in the topic of pruning by learning. The results are novel, and the techniques interesting. There are some technical issues that are easy to fix within the camera ready timeline (see comments of reviewers below). I would also suggest refining the title of the paper: the lottery ticket hypothesis has an algorithmic component too, which clearly is not covered by existence results.",0.8738314509391785,0.3664077579975128
"This paper proposes a new method for learning the complexity of a neural network. The paper is well-written and well-motivated, but the paper is not well written and the paper's theoretical results are not clear. The authors have addressed some of the concerns raised by the reviewers. The main concern is that the experimental evaluation is not clear, and the reviewers have raised some concerns about the theoretical results. The reviewers are encouraged to improve the paper.","The paper introduces a pipeline to discover PDEs from scarce and noisy data. Reviewers engaged in a very thoughtful discussion with the authors. I read the extensive rebuttal, and I believe the authors have addressed the major concerns claimed by the reviewers. I ask the authors to make sure to include all the changes and additional experiments in the camera-ready version.",0.878637433052063,0.5020550690591336
This paper proposes a method for learning the goal-conditioned distribution of the data. The reviewers agree that the paper is well-written and well-motivated. There were some concerns about the novelty of the paper. The authors have addressed some of the concerns raised in the reviewers' reviews. The reviewer recommends the paper be addressed in the final version to address the novelty and novelty of this paper.,"The authors introduce a method that improves goal-conditioned supervised learning (GCSL) by iteratively re-weighting the experience by a variable that correlates with the number of steps till the desired goal. The reviewers mention that the authors focus on an important problem, their method is simple and the empirical results are significant. However, they do point several flaws of the paper, the main ones being questionable theoretical claims and the clarity of the presentation. After an extensive discussion, most reviewers agree that the paper should be accepted but I do encourage the authors to take into account the comments by the reviewers for the final version of the paper and make the theory more clear.",0.8768490552902222,0.5258057005703449
This paper proposes a new method for learning a graph based on a graph of a graph. The proposed method is based on an efficient representation of the graph and a new loss function. The paper proposes an efficient method for generating a graph where the input data is represented by a graph and the input space is represented as a node. The reviewers agree that the paper is well-written and well-motivated. The authors have addressed some of the concerns raised by the reviewers in the final version of the paper. There were some concerns raised about the novelty of the proposed method and the simplicity of the empirical results.,"This paper proposes loss functions to encode topological priors during data embedding, based on persistence diagram constructions from computational topology. The paper initially had some expositional issues and technical questions, but the authors did an exceptional job of addressing them during the rebuttal period----nearly all reviewers raised their scores (or intended to but didn't update the numbers on their original reviews). The AC is willing to overlook some of the remaining questions. For example, concerns that topology isn't well known in the ICLR community (8muq) are partially addressed by the improved exposition (and it's OK to have technically sophisticated papers so long as some reviewers were able to evaluate",0.8500059247016907,0.4290469419211149
"This paper proposes a new method for generating graph embeddings. The paper proposes an approach that is novel and interesting. The reviewers agree that the paper is well written and the experimental results are strong. The main concerns raised by the reviewers are the novelty and novelty of the method, and the usefulness of the proposed method. The authors provide an extensive experimental evaluation of the paper and provide a thorough discussion of the reviewers' concerns.","This paper presents a neural version of individual-refinement (IR) architecture for improving the expressiveness of GNN in terms of isomorphism tests. As IR is the dominant approach of practical graph isomorphism tests, adapting IR to GNN is a novel and important idea. As IR suffers from the exponential number of branches, the paper adapts particle filtering algorithms to sample K paths to approximate the full version of the IR algorithm. Simulation and real-world datasets are used to demonstrate the improvement over base GNN. Strengths: + The paper is well written and easy to follow. + The originality of the paper is high since it is both technically rich. Adapting",0.8509931564331055,0.4194434889725276
This paper proposes a new method for generating a graph based on a graph. The proposed method performs better than existing methods. The paper is well-written and well-motivated. The reviewers are concerned about the novelty of the proposed method and the lack of empirical results. The authors have addressed some of the concerns raised by the reviewers in the reviews of the paper.,"This paper proposes an identifiable nonlinear ICA model based on volume-preserving transformations. The overall approach is very similar to the GIN method published @ ICLR 2020. There is a weak consensus among the reviewers that this paper has some merit, although none pushed for acceptance. After reviewing the paper myself, I agree that the contributions here appear to be incremental, but the results do push this growing field of identifiable latent variable models forward.",0.87138831615448,0.43177120462059976
This paper proposes a new method for learning learning based on neural networks. The proposed method is based on a neural network based algorithm based on self-supervised learning. The authors propose a method based on adversarial learning for learning in a large-scale domain. The paper is well written and the reviewers agree that the method is interesting and interesting. The reviewers were initially concerned about the novelty of the proposed method. The main concerns raised by the reviewers were that the paper is not clear and that the approach is not accessible in general.,"The paper presents a method for cooperative ad-hoc collaboration by learning latent representations of the teammates. The method is evaluated in three domains. All the reviewers agree that the method is novel and adds an interesting contribution to the important and difficult problem of the ad-hoc collaboration, making fewer assumptions about the team and the teammates. The next version of the paper should comment: - On the societal impact of the centralized training. - Wang et al, CoRL 2020, https://arxiv. org/abs/2003.06906, which addresses the cooperative tasks in the ad-hoc teams without privileged knowledge and assumptions about the teammates.",0.8509901762008667,0.3572941000262896
