"The paper provides a rigorous analysis of how generalized exploration bonuses for deep RL can be derived from fundamental exploration bonuses from linear stochastic bandits. Although the proposed ACB is not completely novel, the paper is well-motivated and the resultant algorithm is effective. The main contribution of this paper comes from applying ACB principle for exploration in deep RL.","This paper tackles the problem of exploration in Deep RL in settings with a large action space. To this end, the authors introduce an intrinsic reward inspired by the exploration bonus of LinUCB. This novel exploration method called anti-concentrated confidence bounds (ACB) provably approximates the elliptical exploration bonus of LinUCB by using an ensemble of least-squares regressors. This allows ACB to bypass costly covariance matrix inversion, which can be problematic for high-dimensional problems (hence allowing it to be used in large state spaces). Empirical experiments show that ACB enjoys near-optimal performance in linear stochastic bandits. However, experiments",0.8583207726478577
"I thank the authors for their article, which addresses the important topic of analytically understanding the convergence of the unadjusted Langevin Monte Carlo (LMC) algorithm. I think the paper can benefit from a clean organization, i. e., stating the main results in Section 2, instead of leaving them to Section 4.",This paper provides a near-optimal analysis of the unadjusted Langevin Monte Carlo (LMC) algorithm with respect to the W2 distance. The main statement is that the mixing time is ~ d^{1/2}/eps under standard assumptions. The authors also give a nearly matching lower bound under these assumptions. The reviewers agreed that this is an interesting contribution obtained via non-trivial techniques. The consensus recommendation is to accept the paper.,0.8655569553375244
"The proposed approach is well motivated and makes sense. The ReLoss gains noticeable improvements over baselines and outperforms the state-of-the-art method on COCO keypoint dataset. The method can be widely applied to NLP and CV tasks, and its benefits seem significant according to the experiments.","The paper presents an approach to learn the surrogate loss for complex prediction tasks where the task loss is non-differentiable and non-decomposable. The novelty of the approach is to rely on differentiable sorting, optimizing the spearman correlation between the true loss and the surrogate. This leads to a pipeline that is simpler to integrate to existing works than approaches that try to learn a differentiable approximation to the task loss, and to better experimental results. The paper is well written and the approach clearly presented. The reviewers liked the simplicity of the approach and the promising experimental results on a variety of challenging tasks (human pose estimation and machine reading).",0.8511677980422974
This work introduces traversal-based positional embedding and graph-based relational embedding to encode the morphological information. Positional encoding for transformers has been widely used and recognized in NLP and computer vision literature. The proposed method outperforms the SOTA in both MTRL and transfer learning.,"This paper studies the role of positional and relational embedding s for multi-task reinforcement learning with transformer-based policies, The paper is well-motivated, the experiment shows its effectiveness against other competitive methods. In the rebuttal period, the authors solved most of the reviews’ questions such as novelty and ablation studies. There are still some concerns about the generalizability of this approach for other tasks and more experiments are needed.",0.856747567653656
There is a meaningful contribution to the field here. There really needs to be a citation for Koster et al (2017) on Flexpoint. The hysteresis method has some great results and might really be the key to unlocking lower precision. The paper seems to suggest a design methodology of NPU in the form of ASIC.,"This paper introduces a method to determine which precision to use for the weights, as well as a quantisation method using hysteresis to improve performance with low-precision weights, including 4-bits. Reviewers tend to agree that the two points presented are useful and can have a large impact on the field. Generally, reviewers pointed out that motivations, notations and experimental studies could be improved. This has been partly addressed by the authors. I recommend to accept this paper for ICLR 2022.",0.8562674522399902
"The paper is well motivated based on detailed description of the limitations of the closest recent work. The idea of making the network to learn the sampling density is very intuitive, and it is adaptable to classical sampling functions. The proposed method is end-to-end trainable, and can be plugged into different backbone networks.","Overall, this paper receives positive reviews. The reviewers find the technical novelty and contributions are significant enough for acceptance at this conference. The authors' rebuttal helps address some issues. The area chair agrees with the reviewers and recommend it be accepted at this conference.",0.841456413269043
"Parallelization technique in this paper gives best performance for recurrent neural networks with long sequences. Experimental results provided on the HMDB51 dataset is impressive. The proposed parallel training scheme of GRU achieves up to 6.5× speedup over a serial approach. Overall, the paper is well written and clear.","This paper presents a way of using multigrid techniques to parallelize GRU networks across the time dimension. Reviewers are uniformly in favor of accepting the paper. The main strength is that the paper provides a new perspective on dealing with long input sequences by parallelizing RNNs across time. The main weaknesses are around the experiments: only CPU experiments are run, and sequences are not very long (max 128 length). All-in-all, though, it provides an interesting perspective that should be valuable to the community.",0.8611348271369934
"The paper is largely clear and well-written. The experimental results are solid, and experiments are carried out on vision datasets and models of interest. The main issue with this paper is the lack of an intuitive explanation as to why this attack is better at finding sparse and effective adversarial examples than previous work.","This paper introduces a technique to generate L0 adversarial examples in a black-box manner. The reviews are largely positive, with the reviewers especially commenting on the paper being well written and clearly explaining the method. The main drawbacks raised by the reviewers is that the method is not clearly compared to some prior work, but in the rebuttal the authors provide many of these numbers. On the whole this is a useful and interesting attack that would be worth accepting.",0.8783161044120789
There are several key pros of the paper that contribute to my favorable opinion. The writing is concise and easy to understand in general. The paper makes nontrivial theoretical progress. The introduction of top k predictions rather than top 1 prediction is an interesting contribution which extends the applicability of randomized ablation (i.e. ℓ0 smoothing),"Thank you for your submission to ICLR. The reviewers ultimately have mixed opinions on this paper, but reading in a bit more depth I don't feel that the critical comments raised by the sole negative reviewer really raise valid points. Specifically, the fact that this reviewer directly asks e. g. for comparisons to Levine and Feiz 2019, when the paper (before its revisions) contains an entire section devoted to exactly this comparison, strikes me as not sufficient for a thorough review. However, while I'm thus going to recommend the paper for acceptance (it does present a notable, if somewhat minor, advance upon the state of the art in randomized smoothing), I also feel the paper is",0.8366613388061523
This paper proves the STLH for convolutional neural networks (CNNs) The main theorem is well supported by the empirical experiments. Strengths: Convolutional layers are a frequently used building block in lottery ticket pruning. Weaknesses: The proof only applies to positive inputs.,"The paper presents interesting new results for pruning random convolutional networks to approximate a target function. It follows a recent line of work in the topic of pruning by learning. The results are novel, and the techniques interesting. There are some technical issues that are easy to fix within the camera ready timeline (see comments of reviewers below). I would also suggest refining the title of the paper: the lottery ticket hypothesis has an algorithmic component too, which clearly is not covered by existence results.",0.8512820601463318
"The paper is reasonably written from a technical perspective but grammar is not on par. In terms of novelty, the sparse regression step is fairly well-known. The product block (PB) seems to be central to the discussion but this block is not motivated in the manuscript. The terminology ""highway physics-based Conv"" layers needs citation.","The paper introduces a pipeline to discover PDEs from scarce and noisy data. Reviewers engaged in a very thoughtful discussion with the authors. I read the extensive rebuttal, and I believe the authors have addressed the major concerns claimed by the reviewers. I ask the authors to make sure to include all the changes and additional experiments in the camera-ready version.",0.8493945002555847
