"The paper investigates an interesting problem, which is highly relevant for the ICLR community. The main contribution of the paper is empirical, the variants of the ACB algorithm admit a solid and novel design. All these support ACB as a viable exploration bonus for deep reinforcement learning.","This paper tackles the problem of exploration in Deep RL in settings with a large action space. To this end, the authors introduce an intrinsic reward inspired by the exploration bonus of LinUCB. This novel exploration method called anti-concentrated confidence bounds (ACB) provably approximates the elliptical exploration bonus of LinUCB by using an ensemble of least-squares regressors. This allows ACB to bypass costly covariance matrix inversion, which can be problematic for high-dimensional problems (hence allowing it to be used in large state spaces). Empirical experiments show that ACB enjoys near-optimal performance in linear stochastic bandits. However, experiments on Atari benchmark fail to show",0.8411008715629578
"The authors improve upon existing work to obtain a 2-Wasserstein mixing time bound of O(d0.5/epilson) for LMC, and show this is optimal. The article could be better written. For example, incorporating some of the remarks into the main text may read better. The main strength of the paper is to get sqrt(d) dependence on a dimension with not very restrictive assumptions. In my opinion, the linear growth condition of the third derivative could be discussed in more detail, to improve the presentation of the results.",This paper provides a near-optimal analysis of the unadjusted Langevin Monte Carlo (LMC) algorithm with respect to the W2 distance. The main statement is that the mixing time is  d1/2/eps under standard assumptions. The authors also give a nearly matching lower bound under these assumptions. The reviewers agreed that this is an interesting contribution obtained via non-trivial techniques. The consensus recommendation is to accept the paper.,0.8537102341651917
"This paper proposes a new learning method by revisiting the purpose of loss functions, which is to distinguish the performance of models. Hence, the authors aim to learn surrogate losses by making the surrogate losses have the same discriminability as the evaluation metrics. The proposed method can be widely applied to NLP and CV tasks, and its benefits seem significant according to the experiments. The authors conduct experiments on the synthetic and large-scale benchmark datasets, and gain significant improvements in performance and efficiency compared to existing surrogate loss learning methods.","The paper presents an approach to learn the surrogate loss for complex prediction tasks where the task loss is non-differentiable and non-decomposable. The novelty of the approach is to rely on differentiable sorting, optimizing the spearman correlation between the true loss and the surrogate. This leads to a pipeline that is simpler to integrate to existing works than approaches that try to learn a differentiable approximation to the task loss, and to better experimental results. The paper is well written and the approach clearly presented. The reviewers liked the simplicity of the approach and the promising experimental results on a variety of challenging tasks (human pose estimation and machine reading).",0.8658053874969482
This paper proposes a method to encode morphological information. The proposed approach is straightforward. The experiments show that the proposed approach outperformed competitive baselines such as SMP and AMORPHEUS. The reviewer has some concerns about the novelty of the paper. The paper is well-motivated in that structural and morphological information about the robot could help improve the performance in MTRL and transfer learning. The proposed method can still achieve good performance in MTRL because the training in MTRL allows the policy to overfit to the learnable positional embeddings. But the proposed embedding has limited generalization ability so it is not suitable for tasks like zero-shot policy,"This paper studies the role of positional and relational embedding s for multi-task reinforcement learning with transformer-based policies, The paper is well-motivated, the experiment shows its effectiveness against other competitive methods. In the rebuttal period, the authors solved most of the reviews’ questions such as novelty and ablation studies. There are still some concerns about the generalizability of this approach for other tasks and more experiments are needed.",0.865362823009491
The method has some great results and might really be the key to unlocking the lower precision. The paper is about from-scratch training to improve the performance to improve from-bit training. The authors propose a design methodology of NPU quantization. The authors show the superiority of the proposed metricization scheme. This reviewer is not sure whether the proposed method is good for ResNet-18.,"This paper introduces a method to determine which precision to use for the weights, as well as a quantisation method using hysteresis to improve performance with low-precision weights, including 4-bits. Reviewers tend to agree that the two points presented are useful and can have a large impact on the field. Generally, reviewers pointed out that motivations, notations and experimental studies could be improved. This has been partly addressed by the authors. I recommend to accept this paper for ICLR 2022.",0.8617965579032898
"This paper proposes a new deformed sampling module that explicitly downscales the image into target resolution. The proposed method is end-to-end trainable, and can be plugged into different backbone networks.","Overall, this paper receives positive reviews. The reviewers find the technical novelty and contributions are significant enough for acceptance at this conference. The authors' rebuttal helps address some issues. The area chair agrees with the reviewers and recommend it be accepted at this conference.",0.8385668396949768
"The paper provides a new view to parallelize the training task of machine learning models. The paper is based on solid techniques (multigrid reduction in time solver) that have been used in other domains (solving ordinary differential equations). The authors propose a novel parallel-in-time (PinT) training method based on a MGRIT solver for GRU networks with long sequences. The proposed algorithm enables the accelerated parallel training of GRUs on long sequence, which is a unique capability that permits growth in this dimension. The paper is well written and clear, especially the part of methodology. Overall, the paper is well written and clear,","This paper presents a way of using multigrid techniques to parallelize GRU networks across the time dimension. Reviewers are uniformly in favor of accepting the paper. The main strength is that the paper provides a new perspective on dealing with long input sequences by parallelizing RNNs across time. The main weaknesses are around the experiments: only CPU experiments are run, and sequences are not very long (max 128 length). All-in-all, though, it provides an interesting perspective that should be valuable to the community.",0.8608822226524353
"This paper proposes a sparse adversarial attack based on a random target image. The proposed methods are well-motivated and novel. The experiments are convincing and the experiment results show the effectiveness of the proposed attack. The main issue with this paper is the lack of an intuitive explanation as to why this attack is better at finding sparse and effective adversarial examples than previous work. I would have liked to see a more detailed algorithmic comparison with previous work. The proposed methods are well-motivated and novel. The paper is easy to follow for an adequately prepared reader. Prior work is sufficiently discussed. The amount of detail is good, it seems sufficient to reproduce","This paper introduces a technique to generate L0 adversarial examples in a black-box manner. The reviews are largely positive, with the reviewers especially commenting on the paper being well written and clearly explaining the method. The main drawbacks raised by the reviewers is that the method is not clearly compared to some prior work, but in the rebuttal the authors provide many of these numbers. On the whole this is a useful and interesting attack that would be worth accepting.",0.8664774894714355
"The paper makes nontrivial theoretical progress. The authors provided enough explanation about how this progress can be distinguished from other existing works, so the contribution looks to be unique. In Table 1&2, the comparisons of Top-1 prediction for 'Our methods' are missing. I recommend the author to compare with another L0 verification methods like https.openreview. net/pdf?id=HyeaSkrYPH.","Thank you for your submission to ICLR. The reviewers ultimately have mixed opinions on this paper, but reading in a bit more depth I don't feel that the critical comments raised by the sole negative reviewer really raise valid points. Specifically, the fact that this reviewer directly asks e. g. for comparisons to Levine and Feiz 2019, when the paper (before its revisions) contains an entire section devoted to exactly this comparison, strikes me as not sufficient for a thorough review. However, while I'm thus going to recommend the paper for acceptance (it does present a notable, if somewhat minor, advance upon the state of the art in randomized smoothing), I also feel the paper is generally rather",0.8204910755157471
This paper is an extension of previous theoretical results on SLTH from fully connected layers to convolutional layers. The main theorem is well supported by the empirical experiments.,"The paper presents interesting new results for pruning random convolutional networks to approximate a target function. It follows a recent line of work in the topic of pruning by learning. The results are novel, and the techniques interesting. There are some technical issues that are easy to fix within the camera ready timeline (see comments of reviewers below). I would also suggest refining the title of the paper: the lottery ticket hypothesis has an algorithmic component too, which clearly is not covered by existence results.",0.8588002324104309
